"Species","Taxon.History.URL.ICTV"
"Oslovirus ArgO145","ICTVonline=202111846"
"Oslovirus Lyz12581Vzw","ICTVonline=202111845"
"Oslovirus ov191","ICTVonline=202100616"
"Oslovirus PA2","ICTVonline=202100617"
"Oslovirus TL2011","ICTVonline=202100618"
"Oslovirus VASD","ICTVonline=202100619"
"Traversvirus AU5Stx1","ICTVonline=202111849"
"Traversvirus AU6Stx1","ICTVonline=202111850"
"Traversvirus F451","ICTVonline=202111853"
"Traversvirus II","ICTVonline=202100611"
"Traversvirus min27","ICTVonline=202100609"
"Traversvirus P27","ICTVonline=202111854"
"Traversvirus PA28","ICTVonline=202100610"
"Traversvirus SH2026Stx1","ICTVonline=202111848"
"Traversvirus ST28624","ICTVonline=202111851"
"Traversvirus tv86","ICTVonline=202111847"
"Traversvirus tv24B","ICTVonline=202100607"
"Traversvirus tv933W","ICTVonline=202100608"
"Traversvirus WGPS9","ICTVonline=202111852"
"Bembunaquatrovirus BMBtp14","ICTVonline=202111866"
"Pushchinovirus B83","ICTVonline=202111864"
"Justusliebigvirus alia","ICTVonline=202113660"
"Justusliebigvirus muut","ICTVonline=202113658"
"Justusliebigvirus PD06","ICTVonline=202113661"
"Justusliebigvirus PHB05","ICTVonline=202113662"
"Justusliebigvirus phi92","ICTVonline=202113657"
"Justusliebigvirus VEcB","ICTVonline=202113659"
"Escherichia phage ESCO13","ICTVonline=202107991"
"Escherichia virus ESCO5","ICTVonline=202107989"
"Escherichia virus phAPEC8","ICTVonline=202107987"
"Escherichia virus Schickermooser","ICTVonline=202107988"
"Klebsiella virus ZCKP1","ICTVonline=202107990"
"Phapecoctavirus anhysbys","ICTVonline=202113649"
"Phapecoctavirus Mt1B1P17","ICTVonline=202113650"
"Phapecoctavirus nepoznato","ICTVonline=202113651"
"Phapecoctavirus nieznany","ICTVonline=202113652"
"Phapecoctavirus Ro121c4YLVW","ICTVonline=202113655"
"Phapecoctavirus TSP7","ICTVonline=202113648"
"Phapecoctavirus tuntematon","ICTVonline=202113653"
"Phapecoctavirus ukendt","ICTVonline=202113654"
"Jelitavirus B025","ICTVonline=202112034"
"Slepowronvirus LP101","ICTVonline=202112031"
"Slepowronvirus LPHM00113468","ICTVonline=202112032"
"Douglaswolinvirus B2","ICTVonline=202107824"
"Lenusvirus lenus","ICTVonline=202107829"
"Lenusvirus nyseid","ICTVonline=202107830"
"Lenusvirus SAC12","ICTVonline=202107831"
"Lidleunavirus Ldl1","ICTVonline=202107826"
"Lidleunavirus ViSo2018a","ICTVonline=202107827"
"Maenadvirus maenad","ICTVonline=202107833"
"Maenadvirus P1","ICTVonline=202107835"
"Maenadvirus satyr","ICTVonline=202107834"
"Avunavirus Av05","ICTVonline=202107080"
"Certrevirus CR3","ICTVonline=202100347"
"Certrevirus CR8","ICTVonline=202100348"
"Certrevirus CR9","ICTVonline=202100349"
"Certrevirus PBES02","ICTVonline=202100350"
"Certrevirus phiTE","ICTVonline=202100351"
"Henunavirus hena1","ICTVonline=202110105"
"Henunavirus SNUABM01","ICTVonline=202110106"
"Mydovirus BIS47","ICTVonline=202111550"
"Mydovirus KB57","ICTVonline=202111551"
"Mydovirus KNP2","ICTVonline=202111554"
"Mydovirus KpS8","ICTVonline=202111553"
"Mydovirus mydo","ICTVonline=202111549"
"Mydovirus Ro1","ICTVonline=202111552"
"Seunavirus 4MG","ICTVonline=202100354"
"Seunavirus GAP31","ICTVonline=202100353"
"Seunavirus PVPSE1","ICTVonline=202100355"
"Seunavirus SSE121","ICTVonline=202100356"
"Vequintavirus APECc02","ICTVonline=202107083"
"Vequintavirus FFH2","ICTVonline=202100358"
"Vequintavirus FV3","ICTVonline=202100359"
"Vequintavirus JES2013","ICTVonline=202100360"
"Vequintavirus murica","ICTVonline=202107082"
"Vequintavirus slur16","ICTVonline=202107081"
"Vequintavirus V5","ICTVonline=202100361"
"Vequintavirus V18","ICTVonline=202107084"
"Amginevirus amgine","ICTVonline=202112732"
"Amginevirus amohnition","ICTVonline=202112733"
"Amginevirus darthP","ICTVonline=202112734"
"Amginevirus ekdilam","ICTVonline=202112735"
"Amginevirus ellie","ICTVonline=202112736"
"Aminayvirus aminay","ICTVonline=202112702"
"Anayavirus adephagia","ICTVonline=202112738"
"Anayavirus adonis","ICTVonline=202112739"
"Anayavirus alishaPH","ICTVonline=202112740"
"Anayavirus amelie","ICTVonline=202112741"
"Anayavirus anaya","ICTVonline=202101343"
"Anayavirus angelica","ICTVonline=202101344"
"Anayavirus apocalypse","ICTVonline=202112742"
"Anayavirus beezoo","ICTVonline=202112743"
"Anayavirus bella96","ICTVonline=202112744"
"Anayavirus chris","ICTVonline=202112745"
"Anayavirus crimD","ICTVonline=202101345"
"Anayavirus curiosium","ICTVonline=202112746"
"Anayavirus JAWS","ICTVonline=202101347"
"Anayavirus kisi","ICTVonline=202112747"
"Anayavirus lasthope","ICTVonline=202112748"
"Anayavirus laterM","ICTVonline=202112749"
"Anayavirus markphew","ICTVonline=202112750"
"Anayavirus marshawn","ICTVonline=202112751"
"Anayavirus murucutumbu","ICTVonline=202112752"
"Anayavirus nibb","ICTVonline=202112753"
"Anayavirus niklas","ICTVonline=202112754"
"Anayavirus prithvi","ICTVonline=202112755"
"Anayavirus sirphilip","ICTVonline=202112756"
"Anayavirus urkel","ICTVonline=202112757"
"Anayavirus validus","ICTVonline=202112758"
"Anayavirus yuna","ICTVonline=202112759"
"Anayavirus yunkel11","ICTVonline=202112760"
"Anayavirus zavala","ICTVonline=202112761"
"Fionnbharthvirus eponine","ICTVonline=202112706"
"Fionnbharthvirus fionnbharth","ICTVonline=202112704"
"Fionnbharthvirus henu3","ICTVonline=202112705"
"Fionnbharthvirus patt","ICTVonline=202112708"
"Fionnbharthvirus taquito","ICTVonline=202112707"
"Keshuvirus hurricane","ICTVonline=202112729"
"Keshuvirus keshu","ICTVonline=202112728"
"Keshuvirus macncheese","ICTVonline=202101349"
"Keshuvirus pixie","ICTVonline=202101350"
"Keshuvirus shedlockholmes","ICTVonline=202112730"
"Kratiovirus collard","ICTVonline=202112711"
"Kratiovirus gengar","ICTVonline=202112712"
"Kratiovirus kratio","ICTVonline=202112710"
"Kratiovirus larva","ICTVonline=202101348"
"Kratiovirus leston","ICTVonline=202112713"
"Kratiovirus omnicron","ICTVonline=202112714"
"Kratiovirus paola","ICTVonline=202112715"
"Kratiovirus rando14","ICTVonline=202112716"
"Kratiovirus thyatira","ICTVonline=202112717"
"Mycobacterium virus Fionnbharth","ICTVonline=202101346"
"Mycobacterium virus TM4","ICTVonline=202101351"
"Timquatrovirus findley","ICTVonline=202112718"
"Timquatrovirus mufasa","ICTVonline=202112719"
"Timquatrovirus zoeJ","ICTVonline=202112720"
"Unicornvirus bryler","ICTVonline=202112723"
"Unicornvirus krueger","ICTVonline=202112724"
"Unicornvirus shandong1","ICTVonline=202112725"
"Unicornvirus unicorn","ICTVonline=202112722"
"Unicornvirus ximenita","ICTVonline=202112726"
"Abbeymikolonvirus abbeymikolon","ICTVonline=202107712"
"Abouovirus abouo","ICTVonline=202100364"
"Abouovirus davies","ICTVonline=202100365"
"Agmunavirus AGM1","ICTVonline=202109142"
"Agricanvirus deimos","ICTVonline=202100371"
"Agricanvirus desertfox","ICTVonline=202106995"
"Agricanvirus Ea3570","ICTVonline=202100372"
"Agricanvirus ray","ICTVonline=202100373"
"Agricanvirus simmy50","ICTVonline=202100374"
"Agricanvirus specialG","ICTVonline=202100375"
"Aguilavirus mEp043","ICTVonline=202109360"
"Aguilavirus mEp213","ICTVonline=202109361"
"Akiravirus akira","ICTVonline=202113631"
"Alachuavirus Xp15","ICTVonline=202109159"
"Alcyoneusvirus K641","ICTVonline=202106654"
"Alcyoneusvirus RaK2","ICTVonline=202106655"
"Alegriavirus av2B8","ICTVonline=202109353"
"Alexandravirus AD1","ICTVonline=202107921"
"Alexandravirus alexandra","ICTVonline=202107920"
"Amigovirus amigo","ICTVonline=202100843"
"Amigovirus molivia","ICTVonline=202106757"
"Anamdongvirus LBR48","ICTVonline=202107910"
"Anatolevirus anatole","ICTVonline=202105538"
"Anatolevirus B3","ICTVonline=202105539"
"Andrewvirus andrew","ICTVonline=202107734"
"Andromedavirus andromeda","ICTVonline=202100845"
"Andromedavirus blastoid","ICTVonline=202100846"
"Andromedavirus curly","ICTVonline=202100847"
"Andromedavirus eoghan","ICTVonline=202100848"
"Andromedavirus finn","ICTVonline=202100849"
"Andromedavirus glittering","ICTVonline=202100850"
"Andromedavirus riggi","ICTVonline=202100851"
"Andromedavirus taylor","ICTVonline=202100852"
"Anjalivirus anjali","ICTVonline=202109250"
"Anjalivirus mendel","ICTVonline=202109251"
"Annadreamyvirus annadreamy","ICTVonline=202109262"
"Annadreamyvirus blueeyedbeauty","ICTVonline=202109263"
"Anthonyvirus anthony","ICTVonline=202113125"
"Aokuangvirus SCBWM1","ICTVonline=202107764"
"Appavirus appa","ICTVonline=202107736"
"Apricotvirus apricot","ICTVonline=202108701"
"Arawnvirus arawn","ICTVonline=202109291"
"Archimedesvirus archimedes","ICTVonline=202113127"
"Armstrongvirus armstrong","ICTVonline=202107723"
"Ashduovirus A2","ICTVonline=202110191"
"Asteriusvirus av121Q","ICTVonline=202106660"
"Asteriusvirus PBECO4","ICTVonline=202106659"
"Astrithrvirus astrithr","ICTVonline=202109373"
"Attisvirus attis","ICTVonline=202105541"
"Attoomivirus attoomi","ICTVonline=202107725"
"Audreyjarvisvirus AM1","ICTVonline=202109386"
"Audreyjarvisvirus AM4","ICTVonline=202109388"
"Audreyjarvisvirus av949","ICTVonline=202109385"
"Audreyjarvisvirus L47","ICTVonline=202109389"
"Audreyjarvisvirus LW81","ICTVonline=202109387"
"Audreyjarvisvirus P1048","ICTVonline=202109391"
"Audreyjarvisvirus WRP3","ICTVonline=202109390"
"Aurunvirus STIM5","ICTVonline=202107766"
"Austintatiousvirus austintatious","ICTVonline=202107727"
"Austintatiousvirus ididsumtinwong","ICTVonline=202107728"
"Austintatiousvirus papayasalad","ICTVonline=202107729"
"Ayohtrevirus abba","ICTVonline=202109548"
"Backyardiganvirus arturo","ICTVonline=202101010"
"Backyardiganvirus backyardigan","ICTVonline=202101012"
"Backyardiganvirus bellusterra","ICTVonline=202113168"
"Backyardiganvirus camperdownii","ICTVonline=202113171"
"Backyardiganvirus cerulean","ICTVonline=202113166"
"Backyardiganvirus cindaradix","ICTVonline=202113176"
"Backyardiganvirus cintron","ICTVonline=202113169"
"Backyardiganvirus icleared","ICTVonline=202113172"
"Backyardiganvirus leoavram","ICTVonline=202113167"
"Backyardiganvirus LHTSCC","ICTVonline=202101040"
"Backyardiganvirus miramae","ICTVonline=202113174"
"Backyardiganvirus mundrea","ICTVonline=202113175"
"Backyardiganvirus noelle","ICTVonline=202113173"
"Backyardiganvirus peaches","ICTVonline=202101048"
"Backyardiganvirus stasia","ICTVonline=202113165"
"Backyardiganvirus wizard007","ICTVonline=202113170"
"Badaztecvirus badaargau2","ICTVonline=202109581"
"Badaztecvirus badaztec1","ICTVonline=202109580"
"Baikalvirus PaBG","ICTVonline=202107912"
"Bakolyvirus bakoly","ICTVonline=202111649"
"Bakolyvirus simangalove","ICTVonline=202111650"
"Bantamvirus bantam","ICTVonline=202106342"
"Barbavirus barba18A","ICTVonline=202107108"
"Barbavirus barba19A","ICTVonline=202107112"
"Barbavirus barba21A","ICTVonline=202107109"
"Barbavirus barba5S","ICTVonline=202107110"
"Barbavirus barba8S","ICTVonline=202107111"
"Barnyardvirus barnyard","ICTVonline=202100854"
"Barnyardvirus drlupo","ICTVonline=202109604"
"Bcepfunavirus bcepF1","ICTVonline=202100475"
"Bcepmuvirus bcepMu","ICTVonline=202100408"
"Bcepmuvirus E255","ICTVonline=202100409"
"Beceayunavirus BceA1","ICTVonline=202109616"
"Becedseptimavirus BCD7","ICTVonline=202109620"
"Beetrevirus B3","ICTVonline=202107091"
"Beetrevirus JBD67","ICTVonline=202107094"
"Beetrevirus JD18","ICTVonline=202107092"
"Beetrevirus PM105","ICTVonline=202107093"
"Behunavirus BH1","ICTVonline=202110193"
"Bendigovirus GMA6","ICTVonline=202106394"
"Benedictvirus archetta","ICTVonline=202113208"
"Benedictvirus benedict","ICTVonline=202101014"
"Benedictvirus bluefalcon","ICTVonline=202113207"
"Benedictvirus chadwick","ICTVonline=202113201"
"Benedictvirus cuco","ICTVonline=202101021"
"Benedictvirus jovo","ICTVonline=202113209"
"Benedictvirus littlecherry","ICTVonline=202113205"
"Benedictvirus naca","ICTVonline=202113199"
"Benedictvirus scorpia","ICTVonline=202113202"
"Benedictvirus swirley","ICTVonline=202113204"
"Benedictvirus theia","ICTVonline=202113203"
"Benedictvirus tiger","ICTVonline=202101061"
"Benedictvirus unionjack","ICTVonline=202113200"
"Benedictvirus zolita","ICTVonline=202113206"
"Bernalvirus bernal13","ICTVonline=202100858"
"Bernalvirus mendokysei","ICTVonline=202112355"
"Betterkatzvirus betterkatz","ICTVonline=202106801"
"Bievrevirus bv4A7","ICTVonline=202109344"
"Bingvirus bing","ICTVonline=202106724"
"Bippervirus bipper","ICTVonline=202112974"
"Bjornvirus bjorn","ICTVonline=202106806"
"Borockvirus brock","ICTVonline=202109662"
"Bowservirus bowser","ICTVonline=202106620"
"Bridgettevirus bridgette","ICTVonline=202107136"
"Bridgettevirus constance","ICTVonline=202107138"
"Bridgettevirus eileen","ICTVonline=202107140"
"Bridgettevirus judy","ICTVonline=202107137"
"Bridgettevirus peas","ICTVonline=202107139"
"Brigitvirus brigit","ICTVonline=202108052"
"Britbratvirus britbrat","ICTVonline=202106808"
"Brunovirus SEN34","ICTVonline=202106810"
"Brussowvirus ALQ132","ICTVonline=202101269"
"Brussowvirus bv858","ICTVonline=202101267"
"Brussowvirus bv2972","ICTVonline=202101268"
"Brussowvirus bvO1205","ICTVonline=202101270"
"Brussowvirus Sfi11","ICTVonline=202101271"
"Bruynoghevirus Ab22","ICTVonline=202100661"
"Bruynoghevirus CHU","ICTVonline=202100662"
"Bruynoghevirus LUZ24","ICTVonline=202100663"
"Bruynoghevirus PAA2","ICTVonline=202100664"
"Bruynoghevirus PaP3","ICTVonline=202100665"
"Bruynoghevirus PaP4","ICTVonline=202100666"
"Bruynoghevirus TL","ICTVonline=202100667"
"Buchananvirus Sa179lw","ICTVonline=202113618"
"Burrovirus araxxi","ICTVonline=202109707"
"Burrovirus arete","ICTVonline=202109708"
"Burrovirus burro","ICTVonline=202109706"
"Busanvirus ACP17","ICTVonline=202106812"
"Caminolopintovirus STGO351","ICTVonline=202113633"
"Camtrevirus BtCS33","ICTVonline=202109755"
"Camtrevirus CM3","ICTVonline=202109754"
"Camtrevirus S3501","ICTVonline=202109756"
"Carpasinavirus carpasina","ICTVonline=202107928"
"Carpasinavirus XcP1","ICTVonline=202107929"
"Casadabanvirus D3112","ICTVonline=202100945"
"Casadabanvirus DMS3","ICTVonline=202100946"
"Casadabanvirus FHA0480","ICTVonline=202100947"
"Casadabanvirus LPB1","ICTVonline=202100948"
"Casadabanvirus MP22","ICTVonline=202100949"
"Casadabanvirus MP29","ICTVonline=202100950"
"Casadabanvirus MP38","ICTVonline=202100951"
"Casadabanvirus PA1KOR","ICTVonline=202100952"
"Cbastvirus ST","ICTVonline=202100883"
"Cecivirus cv250","ICTVonline=202100885"
"Cecivirus IEBH","ICTVonline=202100886"
"Cedarrivervirus Sf11","ICTVonline=202113616"
"Ceduovirus bIBB14","ICTVonline=202109801"
"Ceduovirus bIBBA3","ICTVonline=202109806"
"Ceduovirus bIBBAm4","ICTVonline=202109797"
"Ceduovirus bIBBE1","ICTVonline=202109814"
"Ceduovirus bIBBL12","ICTVonline=202109807"
"Ceduovirus bIBBp64","ICTVonline=202109818"
"Ceduovirus bIL67","ICTVonline=202100869"
"Ceduovirus blBB94p4","ICTVonline=202109794"
"Ceduovirus c2","ICTVonline=202100870"
"Ceduovirus CHPC116","ICTVonline=202109820"
"Ceduovirus CHPC122","ICTVonline=202109823"
"Ceduovirus CHPC966","ICTVonline=202109795"
"Ceduovirus CHPC967","ICTVonline=202109819"
"Ceduovirus CHPC972","ICTVonline=202109825"
"Ceduovirus CHPC1020","ICTVonline=202109800"
"Ceduovirus CHPC1170","ICTVonline=202109824"
"Ceduovirus CHPC1182","ICTVonline=202109802"
"Ceduovirus CHPC1183","ICTVonline=202109803"
"Ceduovirus CHPC1242","ICTVonline=202109821"
"Ceduovirus cv05802","ICTVonline=202109813"
"Ceduovirus cv20R03M","ICTVonline=202109816"
"Ceduovirus cv37203","ICTVonline=202109815"
"Ceduovirus cv50102","ICTVonline=202109817"
"Ceduovirus cv50504","ICTVonline=202109822"
"Ceduovirus cv5171F","ICTVonline=202109805"
"Ceduovirus cv62402","ICTVonline=202109798"
"Ceduovirus cv62403","ICTVonline=202109799"
"Ceduovirus cv62606","ICTVonline=202109809"
"Ceduovirus D4410","ICTVonline=202109796"
"Ceduovirus D4412","ICTVonline=202109811"
"Ceduovirus LacS15","ICTVonline=202109808"
"Ceduovirus M5938","ICTVonline=202109812"
"Ceduovirus PCB1","ICTVonline=202109810"
"Ceduovirus PCS1","ICTVonline=202109804"
"Cequinquevirus c5","ICTVonline=202100872"
"Cequinquevirus Ld3","ICTVonline=202100873"
"Cequinquevirus Ld17","ICTVonline=202100874"
"Cequinquevirus Ld25A","ICTVonline=202100875"
"Cequinquevirus Ldb","ICTVonline=202100877"
"Cequinquevirus LLKu","ICTVonline=202100876"
"Chakrabartyvirus pf16","ICTVonline=202106814"
"Chenonavirus Che9c","ICTVonline=202100922"
"Chenonavirus sbash","ICTVonline=202105506"
"Chertseyvirus GE1","ICTVonline=202109864"
"Chiangmaivirus RSF1","ICTVonline=202100493"
"Chiangmaivirus RSL2","ICTVonline=202100494"
"Chopinvirus KSY1","ICTVonline=202100703"
"Cimandefvirus cimandef","ICTVonline=202111652"
"Cimandefvirus eline","ICTVonline=202111654"
"Cimandefvirus gamede","ICTVonline=202111655"
"Cimandefvirus Ggerry","ICTVonline=202111656"
"Cimandefvirus heva","ICTVonline=202111653"
"Cimpunavirus CMP1","ICTVonline=202106733"
"Cinunavirus CN1A","ICTVonline=202106735"
"Clownvirus clown","ICTVonline=202113051"
"Coatlandelriovirus RSP","ICTVonline=202113053"
"Coetzeevirus ATCC8014","ICTVonline=202101231"
"Coetzeevirus cIP1","ICTVonline=202101233"
"Coetzeevirus JL1","ICTVonline=202101232"
"Colneyvirus CD27","ICTVonline=202100422"
"Colneyvirus CD505","ICTVonline=202109886"
"Colneyvirus CDKM9","ICTVonline=202109885"
"Colneyvirus CDKM15","ICTVonline=202109888"
"Colneyvirus MMP02","ICTVonline=202109887"
"Colunavirus CL1","ICTVonline=202110180"
"Colunavirus CL2","ICTVonline=202110182"
"Colunavirus iLp1308","ICTVonline=202110181"
"Coralvirus coral","ICTVonline=202107256"
"Coralvirus kepler","ICTVonline=202107257"
"Corndogvirus catdawg","ICTVonline=202113056"
"Corndogvirus corndog","ICTVonline=202100940"
"Corndogvirus firecracker","ICTVonline=202100941"
"Corndogvirus ryadel","ICTVonline=202113055"
"Coventryvirus SN8","ICTVonline=202109905"
"Coventryvirus SP120","ICTVonline=202109908"
"Coventryvirus SP197","ICTVonline=202109904"
"Coventryvirus SP276","ICTVonline=202109909"
"Coventryvirus SP441","ICTVonline=202109903"
"Coventryvirus SpT152","ICTVonline=202109907"
"Coventryvirus WIS42","ICTVonline=202109906"
"Cronusvirus cronus","ICTVonline=202100943"
"Cukevirus cuke","ICTVonline=202109911"
"Daredevilvirus daredevil","ICTVonline=202107191"
"Decurrovirus decurro","ICTVonline=202100957"
"Delepquintavirus DLP5","ICTVonline=202106932"
"Delislevirus P1","ICTVonline=202100604"
"Demosthenesvirus demosthenes","ICTVonline=202100959"
"Demosthenesvirus katyusha","ICTVonline=202100960"
"Derbicusvirus derbicus","ICTVonline=202107837"
"Deseoctovirus C1","ICTVonline=202113640"
"Deseoctovirus DS8","ICTVonline=202113639"
"Detrevirus D3","ICTVonline=202100954"
"Detrevirus PMG1","ICTVonline=202100955"
"Deurplevirus deeppurple","ICTVonline=202109965"
"Dexdertvirus dexdert","ICTVonline=202113518"
"Dexdertvirus GTE6","ICTVonline=202113519"
"Dexdertvirus tiamoceli","ICTVonline=202113520"
"Dhillonvirus EK99P1","ICTVonline=202100983"
"Dhillonvirus EP23","ICTVonline=202100988"
"Dhillonvirus HK578","ICTVonline=202100984"
"Dhillonvirus JL1","ICTVonline=202100985"
"Dhillonvirus SO1","ICTVonline=202100989"
"Dhillonvirus SSL2009a","ICTVonline=202100986"
"Dhillonvirus YD2008s","ICTVonline=202100987"
"Dibbivirus AAM37","ICTVonline=202109969"
"Dibbivirus DIBBI","ICTVonline=202109967"
"Dibbivirus PSKM","ICTVonline=202109968"
"Dinavirus dina","ICTVonline=202111658"
"Dismasvirus dismas","ICTVonline=202106737"
"Donellivirus gee","ICTVonline=202100513"
"Doucettevirus B22","ICTVonline=202105543"
"Doucettevirus doucette","ICTVonline=202105544"
"Doucettevirus E6","ICTVonline=202105545"
"Doucettevirus G4","ICTVonline=202105546"
"Dybvigvirus Av1","ICTVonline=202100603"
"Eagleeyevirus eagleeye","ICTVonline=202113522"
"Edenvirus eden","ICTVonline=202107839"
"Efquatrovirus AL2","ICTVonline=202106936"
"Efquatrovirus AL3","ICTVonline=202106938"
"Efquatrovirus AUEF3","ICTVonline=202106939"
"Efquatrovirus EcZZ2","ICTVonline=202106935"
"Efquatrovirus EF3","ICTVonline=202106940"
"Efquatrovirus EF4","ICTVonline=202106934"
"Efquatrovirus EfaCPT1","ICTVonline=202106946"
"Efquatrovirus IME196","ICTVonline=202106947"
