"Species","Taxon.History.URL.ICTV"
"Chiltepin yellow mosaic virus","ICTVonline=202102362"
"Clitoria yellow vein virus","ICTVonline=202102363"
"Desmodium yellow mottle virus","ICTVonline=202102364"
"Dulcamara mottle virus","ICTVonline=202102365"
"Eggplant mosaic virus","ICTVonline=202102366"
"Erysimum latent virus","ICTVonline=202102367"
"Kennedya yellow mosaic virus","ICTVonline=202102368"
"Melon rugose mosaic virus","ICTVonline=202102369"
"Nemesia ring necrosis virus","ICTVonline=202102370"
"Okra mosaic virus","ICTVonline=202102371"
"Ononis yellow mosaic virus","ICTVonline=202102372"
"Passion fruit yellow mosaic virus","ICTVonline=202102373"
"Peanut yellow mosaic virus","ICTVonline=202102374"
"Petunia vein banding virus","ICTVonline=202102375"
"Physalis mottle virus","ICTVonline=202102376"
"Plantago mottle virus","ICTVonline=202102377"
"Scrophularia mottle virus","ICTVonline=202102378"
"Tomato blistering mosaic tymovirus","ICTVonline=202102379"
"Turnip yellow mosaic virus","ICTVonline=202102380"
"Voandzeia necrotic mosaic virus","ICTVonline=202102381"
"Wild cucumber mosaic virus","ICTVonline=202102382"
"Bombyx mori latent virus","ICTVonline=202102384"
"Poinsettia mosaic virus","ICTVonline=202102385"
"Apoi virus","ICTVonline=202103071"
"Aroa virus","ICTVonline=202103072"
"Bagaza virus","ICTVonline=202103073"
"Banzi virus","ICTVonline=202103074"
"Bouboui virus","ICTVonline=202103075"
"Bukalasa bat virus","ICTVonline=202103076"
"Cacipacore virus","ICTVonline=202103077"
"Carey Island virus","ICTVonline=202103078"
"Cowbone Ridge virus","ICTVonline=202103079"
"Dakar bat virus","ICTVonline=202103080"
"Dengue virus","ICTVonline=202103081"
"Edge Hill virus","ICTVonline=202103082"
"Entebbe bat virus","ICTVonline=202103083"
"Gadgets Gully virus","ICTVonline=202103084"
"Ilheus virus","ICTVonline=202103085"
"Israel turkey meningoencephalomyelitis virus","ICTVonline=202103086"
"Japanese encephalitis virus","ICTVonline=202103087"
"Jugra virus","ICTVonline=202103088"
"Jutiapa virus","ICTVonline=202103089"
"Kadam virus","ICTVonline=202103090"
"Kedougou virus","ICTVonline=202103091"
"Kokobera virus","ICTVonline=202103092"
"Koutango virus","ICTVonline=202103093"
"Kyasanur Forest disease virus","ICTVonline=202103094"
"Langat virus","ICTVonline=202103095"
"Louping ill virus","ICTVonline=202103096"
"Meaban virus","ICTVonline=202103097"
"Modoc virus","ICTVonline=202103098"
"Montana myotis leukoencephalitis virus","ICTVonline=202103099"
"Murray Valley encephalitis virus","ICTVonline=202103100"
"Ntaya virus","ICTVonline=202103101"
"Omsk hemorrhagic fever virus","ICTVonline=202103102"
"Phnom Penh bat virus","ICTVonline=202103103"
"Powassan virus","ICTVonline=202103104"
"Rio Bravo virus","ICTVonline=202103105"
"Royal Farm virus","ICTVonline=202103106"
"Saboya virus","ICTVonline=202103107"
"Saint Louis encephalitis virus","ICTVonline=202103112"
"Sal Vieja virus","ICTVonline=202103108"
"San Perlita virus","ICTVonline=202103109"
"Saumarez Reef virus","ICTVonline=202103110"
"Sepik virus","ICTVonline=202103111"
"Tembusu virus","ICTVonline=202103113"
"Tick-borne encephalitis virus","ICTVonline=202103114"
"Tyuleniy virus","ICTVonline=202103115"
"Uganda S virus","ICTVonline=202103116"
"Usutu virus","ICTVonline=202103117"
"Wesselsbron virus","ICTVonline=202103118"
"West Nile virus","ICTVonline=202103119"
"Yaounde virus","ICTVonline=202103120"
"Yellow fever virus","ICTVonline=202103121"
"Yokose virus","ICTVonline=202103122"
"Zika virus","ICTVonline=202103123"
"Hepacivirus A","ICTVonline=202103125"
"Hepacivirus B","ICTVonline=202103126"
"Hepacivirus C","ICTVonline=202103127"
"Hepacivirus D","ICTVonline=202103128"
"Hepacivirus E","ICTVonline=202103129"
"Hepacivirus F","ICTVonline=202103130"
"Hepacivirus G","ICTVonline=202103131"
"Hepacivirus H","ICTVonline=202103132"
"Hepacivirus I","ICTVonline=202103133"
"Hepacivirus J","ICTVonline=202103134"
"Hepacivirus K","ICTVonline=202103135"
"Hepacivirus L","ICTVonline=202103136"
"Hepacivirus M","ICTVonline=202103137"
"Hepacivirus N","ICTVonline=202103138"
"Pegivirus A","ICTVonline=202103140"
"Pegivirus B","ICTVonline=202103141"
"Pegivirus C","ICTVonline=202103142"
"Pegivirus D","ICTVonline=202103143"
"Pegivirus E","ICTVonline=202103144"
"Pegivirus F","ICTVonline=202103145"
"Pegivirus G","ICTVonline=202103146"
"Pegivirus H","ICTVonline=202103147"
"Pegivirus I","ICTVonline=202103148"
"Pegivirus J","ICTVonline=202103149"
"Pegivirus K","ICTVonline=202103150"
"Pestivirus A","ICTVonline=202103153"
"Pestivirus B","ICTVonline=202103154"
"Pestivirus C","ICTVonline=202103155"
"Pestivirus D","ICTVonline=202103152"
"Pestivirus E","ICTVonline=202105780"
"Pestivirus F","ICTVonline=202105781"
"Pestivirus G","ICTVonline=202105782"
"Pestivirus H","ICTVonline=202105783"
"Pestivirus I","ICTVonline=202105784"
"Pestivirus J","ICTVonline=202105785"
"Pestivirus K","ICTVonline=202105786"
"Black beetle virus","ICTVonline=202103926"
"Boolarra virus","ICTVonline=202103927"
"Flock House virus","ICTVonline=202103928"
"Nodamura virus","ICTVonline=202103929"
"Pariacoto virus","ICTVonline=202103930"
"Barfin flounder nervous necrosis virus","ICTVonline=202103932"
"Redspotted grouper nervous necrosis virus","ICTVonline=202103933"
"Striped jack nervous necrosis virus","ICTVonline=202103934"
"Tiger puffer nervous necrosis virus","ICTVonline=202103935"
"Lake Sinai virus 1","ICTVonline=202105368"
"Lake Sinai virus 2","ICTVonline=202105369"
"Providence virus","ICTVonline=202102815"
"Carrot mottle mimic virus","ICTVonline=202105267"
"Carrot mottle virus","ICTVonline=202105268"
"Ethiopian tobacco bushy top virus","ICTVonline=202105269"
"Groundnut rosette virus","ICTVonline=202105270"
"Ixeridium yellow mottle virus 2","ICTVonline=202109878"
"Lettuce speckles mottle virus","ICTVonline=202105271"
"Opium poppy mosaic virus","ICTVonline=202105272"
"Patrinia mild mottle virus","ICTVonline=202109879"
"Pea enation mosaic virus 2","ICTVonline=202105273"
"Tobacco bushy top virus","ICTVonline=202105274"
"Tobacco mottle virus","ICTVonline=202105275"
"Adonis mosaic virus","ICTVonline=202109897"
"Angelonia flower break virus","ICTVonline=202105195"
"Calibrachoa mottle virus","ICTVonline=202105196"
"Carnation mottle virus","ICTVonline=202105197"
"Honeysuckle ringspot virus","ICTVonline=202105198"
"Nootka lupine vein clearing virus","ICTVonline=202105199"
"Pelargonium flower break virus","ICTVonline=202105200"
"Saguaro cactus virus","ICTVonline=202105201"
"Olive latent virus 1","ICTVonline=202105203"
"Olive mild mosaic virus","ICTVonline=202105204"
"Potato necrosis virus","ICTVonline=202106636"
"Tobacco necrosis virus A","ICTVonline=202105205"
"Cucumber leaf spot virus","ICTVonline=202105207"
"Elderberry aureusvirus 1","ICTVonline=202109900"
"Johnsongrass chlorotic stripe mosaic virus","ICTVonline=202105208"
"Maize white line mosaic virus","ICTVonline=202105209"
"Pothos latent virus","ICTVonline=202105210"
"Yam spherical virus","ICTVonline=202105211"
"Oat chlorotic stunt virus","ICTVonline=202105213"
"Cardamine chlorotic fleck virus","ICTVonline=202105215"
"Hibiscus chlorotic ringspot virus","ICTVonline=202105216"
"Japanese iris necrotic ring virus","ICTVonline=202105217"
"Turnip crinkle virus","ICTVonline=202105218"
"Beet black scorch virus","ICTVonline=202105220"
"Leek white stripe virus","ICTVonline=202105221"
"Tobacco necrosis virus D","ICTVonline=202105222"
"Galinsoga mosaic virus","ICTVonline=202105228"
"Cowpea mottle virus","ICTVonline=202105230"
"Melon necrotic spot virus","ICTVonline=202105231"
"Pea stem necrosis virus","ICTVonline=202105232"
"Soybean yellow mottle mosaic virus","ICTVonline=202105233"
"Furcraea necrotic streak virus","ICTVonline=202105235"
"Maize chlorotic mottle virus","ICTVonline=202105237"
"Cocksfoot mild mosaic virus","ICTVonline=202105239"
"Panicum mosaic virus","ICTVonline=202105240"
"Thin paspalum asymptomatic virus","ICTVonline=202105241"
"Clematis chlorotic mottle virus","ICTVonline=202106290"
"Elderberry latent virus","ICTVonline=202105243"
"Jasmine mosaic-associated virus","ICTVonline=202109876"
"Jasmine virus H","ICTVonline=202109875"
"Pelargonium chlorotic ring pattern virus","ICTVonline=202105244"
"Pelargonium line pattern virus","ICTVonline=202105245"
"Pelargonium ringspot virus","ICTVonline=202105246"
"Rosa rugosa leaf distortion virus","ICTVonline=202105247"
"Artichoke mottled crinkle virus","ICTVonline=202105249"
"Carnation Italian ringspot virus","ICTVonline=202105250"
"Cucumber Bulgarian latent virus","ICTVonline=202105251"
"Cucumber necrosis virus","ICTVonline=202105252"
"Cymbidium ringspot virus","ICTVonline=202105253"
"Eggplant mottled crinkle virus","ICTVonline=202105254"
"Grapevine Algerian latent virus","ICTVonline=202105255"
"Havel River virus","ICTVonline=202105256"
"Lato River virus","ICTVonline=202105257"
"Limonium flower distortion virus","ICTVonline=202105258"
"Moroccan pepper virus","ICTVonline=202105259"
"Neckar River virus","ICTVonline=202105260"
"Pelargonium leaf curl virus","ICTVonline=202105261"
"Pelargonium necrotic spot virus","ICTVonline=202105262"
"Petunia asteroid mosaic virus","ICTVonline=202105263"
"Sikte waterborne virus","ICTVonline=202105264"
"Tomato bushy stunt virus","ICTVonline=202105265"
"Tralespevirus gompholobii","ICTVonline=202113879"
"Tralespevirus lespedezae","ICTVonline=202105281"
"Maize necrotic streak virus","ICTVonline=202105284"
"Ahlum waterborne virus","ICTVonline=202105277"
"Bean mild mosaic virus","ICTVonline=202105278"
"Chenopodium necrosis virus","ICTVonline=202105279"
"Cucumber soil-borne virus","ICTVonline=202105280"
"Weddel waterborne virus","ICTVonline=202105282"
"Carnation ringspot virus","ICTVonline=202105224"
"Red clover necrotic mosaic virus","ICTVonline=202105225"
"Sweet clover necrotic mosaic virus","ICTVonline=202105226"
"Apple associated luteovirus","ICTVonline=202107550"
"Apple luteovirus 1","ICTVonline=202107551"
"Barley yellow dwarf virus kerII","ICTVonline=202103765"
"Barley yellow dwarf virus kerIII","ICTVonline=202103766"
"Barley yellow dwarf virus MAV","ICTVonline=202103767"
"Barley yellow dwarf virus PAS","ICTVonline=202103768"
"Barley yellow dwarf virus PAV","ICTVonline=202103769"
"Bean leafroll virus","ICTVonline=202103770"
"Cherry associated luteovirus","ICTVonline=202106618"
"Nectarine stem pitting associated virus","ICTVonline=202106615"
"Red clover associated luteovirus","ICTVonline=202107552"
"Rose spring dwarf-associated virus","ICTVonline=202103771"
"Soybean dwarf virus","ICTVonline=202103772"
"Saccharomyces 20S RNA narnavirus","ICTVonline=202103917"
"Saccharomyces 23S RNA narnavirus","ICTVonline=202103918"
"Duamitovirus alal1","ICTVonline=202113794"
"Duamitovirus azfi1","ICTVonline=202113795"
"Duamitovirus bevu1","ICTVonline=202113796"
"Duamitovirus boci1","ICTVonline=202113798"
"Duamitovirus boci3","ICTVonline=202113799"
"Duamitovirus bodo1","ICTVonline=202113797"
"Duamitovirus busp1","ICTVonline=202113800"
"Duamitovirus casa1","ICTVonline=202113801"
"Duamitovirus cesp1","ICTVonline=202113802"
"Duamitovirus chqu1","ICTVonline=202113803"
"Duamitovirus clod1","ICTVonline=202113804"
"Duamitovirus crpa1","ICTVonline=202103911"
"Duamitovirus dapi1","ICTVonline=202113805"
"Duamitovirus epni1","ICTVonline=202113806"
"Duamitovirus fubo1","ICTVonline=202113807"
"Duamitovirus fupo3","ICTVonline=202113808"
"Duamitovirus fupo4","ICTVonline=202113809"
"Duamitovirus gima1","ICTVonline=202113810"
"Duamitovirus gima2","ICTVonline=202113811"
"Duamitovirus gima3","ICTVonline=202113812"
"Duamitovirus gima4","ICTVonline=202113813"
"Duamitovirus hean1","ICTVonline=202113814"
"Duamitovirus hean3","ICTVonline=202113815"
"Duamitovirus hepa3","ICTVonline=202112426"
"Duamitovirus hulu1","ICTVonline=202112427"
"Duamitovirus nepa1","ICTVonline=202112428"
"Duamitovirus nior1","ICTVonline=202112429"
"Duamitovirus opno1a","ICTVonline=202112430"
"Duamitovirus opno1b","ICTVonline=202112431"
"Duamitovirus opno1c","ICTVonline=202112432"
"Duamitovirus opno3a","ICTVonline=202103915"
"Duamitovirus opno3b","ICTVonline=202112433"
"Duamitovirus oxru1","ICTVonline=202112434"
"Duamitovirus peex1","ICTVonline=202112435"
"Duamitovirus rhce1","ICTVonline=202112436"
"Duamitovirus rhir1","ICTVonline=202112444"
"Duamitovirus rhso21","ICTVonline=202112437"
"Duamitovirus rhso25","ICTVonline=202112438"
"Duamitovirus rhso26","ICTVonline=202112439"
"Duamitovirus rhso27","ICTVonline=202112440"
"Duamitovirus rhso31","ICTVonline=202112441"
"Duamitovirus rhso32","ICTVonline=202112442"
"Duamitovirus rhso34","ICTVonline=202112443"
"Duamitovirus scho1","ICTVonline=202112445"
"Duamitovirus scni2","ICTVonline=202112446"
"Duamitovirus scsc3","ICTVonline=202112447"
"Duamitovirus scsc6","ICTVonline=202112448"
"Duamitovirus soch1","ICTVonline=202112449"
"Duamitovirus tuae1","ICTVonline=202112450"
"Kvaramitovirus opno7","ICTVonline=202112462"
"Triamitovirus cespA","ICTVonline=202112452"
"Triamitovirus gesu1","ICTVonline=202112453"
"Triamitovirus rhcl1","ICTVonline=202112459"
"Triamitovirus rhor1","ICTVonline=202112454"
"Triamitovirus rhso1","ICTVonline=202112455"
"Triamitovirus rhso23","ICTVonline=202112456"
"Triamitovirus rhso30","ICTVonline=202112457"
"Triamitovirus rhso39","ICTVonline=202112458"
"Triamitovirus tuex1","ICTVonline=202112460"
"Unuamitovirus agbi1","ICTVonline=202113750"
"Unuamitovirus alar1","ICTVonline=202113751"
"Unuamitovirus albr1","ICTVonline=202113752"
"Unuamitovirus boci2","ICTVonline=202113753"
"Unuamitovirus boci4","ICTVonline=202113754"
"Unuamitovirus crri1","ICTVonline=202113755"
"Unuamitovirus crri2","ICTVonline=202113756"
"Unuamitovirus crri3","ICTVonline=202113757"
"Unuamitovirus crri4","ICTVonline=202113758"
"Unuamitovirus crri5","ICTVonline=202113759"
"Unuamitovirus diru1","ICTVonline=202113760"
"Unuamitovirus enmu1","ICTVonline=202113761"
"Unuamitovirus enmu2","ICTVonline=202113762"
"Unuamitovirus enmu3","ICTVonline=202113763"
"Unuamitovirus enmu4","ICTVonline=202113764"
"Unuamitovirus enmu5","ICTVonline=202113765"
"Unuamitovirus enmu6","ICTVonline=202113766"
"Unuamitovirus enmu7","ICTVonline=202113767"
"Unuamitovirus enmu8","ICTVonline=202113768"
"Unuamitovirus fuan1","ICTVonline=202113769"
"Unuamitovirus fuci1","ICTVonline=202113770"
"Unuamitovirus fuci2","ICTVonline=202113771"
"Unuamitovirus fuco1","ICTVonline=202113772"
"Unuamitovirus fugl1","ICTVonline=202113773"
"Unuamitovirus fuox1","ICTVonline=202113774"
"Unuamitovirus fupo1","ICTVonline=202113775"
"Unuamitovirus fupo2","ICTVonline=202113776"
"Unuamitovirus fuve1","ICTVonline=202113777"
"Unuamitovirus grab1","ICTVonline=202113778"
"Unuamitovirus grab2","ICTVonline=202113779"
"Unuamitovirus hean2","ICTVonline=202113781"
"Unuamitovirus hemo1","ICTVonline=202113780"
"Unuamitovirus hyal1","ICTVonline=202113782"
"Unuamitovirus hyfr1","ICTVonline=202113783"
"Unuamitovirus lebi1","ICTVonline=202113784"
"Unuamitovirus nior2","ICTVonline=202113785"
"Unuamitovirus opno4","ICTVonline=202103912"
"Unuamitovirus opno5","ICTVonline=202103913"
"Unuamitovirus opno6","ICTVonline=202103914"
"Unuamitovirus pust1","ICTVonline=202113786"
"Unuamitovirus scni1","ICTVonline=202113787"
"Unuamitovirus scsc1","ICTVonline=202113788"
"Unuamitovirus scsc2","ICTVonline=202113789"
"Unuamitovirus scsc4","ICTVonline=202113790"
"Unuamitovirus scsc7","ICTVonline=202113791"
"Unuamitovirus thba1","ICTVonline=202113792"
"Andhevirus chorohabitans","ICTVonline=202110696"
"Apihcavirus arvenecus","ICTVonline=202110699"
"Apihcavirus borborovicinum","ICTVonline=202110698"
"Arihsbuvirus caenadaptatum","ICTVonline=202110701"
"Bahdevuvirus caenivivens","ICTVonline=202110703"
"Bahdevuvirus limadaptatum","ICTVonline=202110704"
"Bilifuvirus defluviicola","ICTVonline=202110706"
"Blinduvirus asiadaptatum","ICTVonline=202110708"
"Blinduvirus terrihabitans","ICTVonline=202110709"
"Cahtebovirus humivicinum","ICTVonline=202110711"
"Chinihovirus lutihabitans","ICTVonline=202110713"
"Chounavirus chorenecus","ICTVonline=202110715"
"Cihsnivirus pelenecus","ICTVonline=202110717"
"Diydovirus borborovicinum","ICTVonline=202110719"
"Dugnivirus chthonadaptatum","ICTVonline=202110723"
"Dugnivirus solivicinum","ICTVonline=202110721"
"Dugnivirus solivivens","ICTVonline=202110722"
"Firunevirus limicola","ICTVonline=202110725"
"Gohshovirus asiadaptatum","ICTVonline=202110727"
"Hehspivirus edaphadaptatum","ICTVonline=202110729"
"Helacdivirus borborovicinum","ICTVonline=202110731"
"Hirvovirus caenivicinum","ICTVonline=202110733"
"Huhmpluvirus limenecus","ICTVonline=202110735"
"Huleruivirus geocola","ICTVonline=202110737"
"Hysdruvirus geovivens","ICTVonline=202110740"
"Hysdruvirus telluradaptatum","ICTVonline=202110741"
"Hysdruvirus tellurenecus","ICTVonline=202110743"
"Hysdruvirus telluricola","ICTVonline=202110742"
"Hysdruvirus tellurihabitans","ICTVonline=202110739"
"Hysdruvirus tellurivicinum","ICTVonline=202110744"
"Ichonovirus limivicinum","ICTVonline=202110746"
"Ipivevirus pelenecus","ICTVonline=202110748"
"Isoihlovirus terrihabitans","ICTVonline=202110750"
"Kempsvovirus caenivivens","ICTVonline=202110752"
"Kihrivirus limicola","ICTVonline=202110754"
"Kimihcavirus limivivens","ICTVonline=202110756"
"Kudohovirus pelocola","ICTVonline=202110758"
"Kuhfotivirus pelohabitans","ICTVonline=202110760"
"Lahcomavirus asienecus","ICTVonline=202110762"
"Lehptevirus asiohabitans","ICTVonline=202110765"
"Lehptevirus asiovicinum","ICTVonline=202110766"
"Lehptevirus asiovivens","ICTVonline=202110767"
"Lehptevirus borboradaptatum","ICTVonline=202110768"
"Lehptevirus chorohabitans","ICTVonline=202110764"
"Lobdovirus arvadaptatum","ICTVonline=202110773"
"Lobdovirus arvenecus","ICTVonline=202110774"
"Lobdovirus arvicola","ICTVonline=202110770"
"Lobdovirus chorovicinum","ICTVonline=202110771"
"Lobdovirus chorovivens","ICTVonline=202110772"
"Madisduvirus caenivivens","ICTVonline=202110776"
"Mitdiwavirus asiocola","ICTVonline=202110778"
"Moloevirus chthonenecus","ICTVonline=202110780"
"Monekavirus asiovivens","ICTVonline=202110782"
"Nehujevirus caenicola","ICTVonline=202110784"
"Neratovirus caenihabitans","ICTVonline=202110786"
"Niginuvirus limadaptatum","ICTVonline=202110788"
"Pagohnivirus humenecus","ICTVonline=202110790"
"Pihngevirus agrivivens","ICTVonline=202110792"
"Pihngevirus choradaptatum","ICTVonline=202110793"
"Pihngevirus chorocola","ICTVonline=202110794"
"Pohlydovirus arvivicinum","ICTVonline=202110796"
"Pohlydovirus arvivivens","ICTVonline=202110797"
"Psoetuvirus pedenecus","ICTVonline=202110799"
"Qeihnovirus defluviicola","ICTVonline=202110801"
"Qeihnovirus luticola","ICTVonline=202110802"
"Qeihnovirus lutihabitans","ICTVonline=202110803"
"Qeihnovirus lutivicinum","ICTVonline=202110804"
"Qeihnovirus lutivivens","ICTVonline=202110805"
"Qeihnovirus peladaptatum","ICTVonline=202110806"
"Rainacovirus pelenecus","ICTVonline=202110808"
"Rainacovirus pelocola","ICTVonline=202110811"
"Rainacovirus pelohabitans","ICTVonline=202110812"
"Rainacovirus pelovicinum","ICTVonline=202110813"
"Rainacovirus tellurivicinum","ICTVonline=202110809"
"Rainacovirus tellurivivens","ICTVonline=202110810"
"Rainacovirus terradaptatum","ICTVonline=202110814"
"Rainacovirus terricola","ICTVonline=202110815"
"Scloravirus humicola","ICTVonline=202110817"
"Sdonativirus humihabitans","ICTVonline=202110819"
"Sdribtuvirus humivicinum","ICTVonline=202110821"
"Shopitevirus limenecus","ICTVonline=202110823"
"Stupavirus arvadaptatum","ICTVonline=202110826"
"Stupavirus chorovivens","ICTVonline=202110825"
"Tsecebavirus borborovicinum","ICTVonline=202110828"
"Wahbolevirus lutadaptatum","ICTVonline=202110830"
"Wecineivirus lutihabitans","ICTVonline=202110832"
"Whodehavirus pelovicinum","ICTVonline=202110834"
"Wulosvivirus asiocola","ICTVonline=202110836"
"Yekorevirus terrivivens","ICTVonline=202110838"
"Yeshinuvirus humadaptatum","ICTVonline=202110840"
"Yeshinuvirus humicola","ICTVonline=202110841"
"Apeevirus quebecense","ICTVonline=202110844"
"Beshanovirus aquicola","ICTVonline=202110846"
"Kahshuvirus borborenecus","ICTVonline=202110848"
"Kohmavirus luticola","ICTVonline=202110850"
"Samuneavirus asiocola","ICTVonline=202110852"
"Tehuhdavirus pelovivens","ICTVonline=202110854"
"Adahivirus asienecus","ICTVonline=202110219"
"Aldhiuvirus defluviicola","ICTVonline=202110221"
"Amubhivirus agrivicinum","ICTVonline=202110223"
"Andhasavirus agrivivens","ICTVonline=202110225"
"Andhasavirus borborocola","ICTVonline=202110226"
"Andhaxevirus choradaptatum","ICTVonline=202110229"
"Andhaxevirus chorenecus","ICTVonline=202110228"
"Andhaxevirus chorocola","ICTVonline=202110230"
"Anedhivirus chorovicinum","ICTVonline=202110232"
"Apukhovirus arvihabitans","ICTVonline=202110234"
"Ashucavirus caenicola","ICTVonline=202110237"
"Ashucavirus caenihabitans","ICTVonline=202110238"
"Ashucavirus caenivicinum","ICTVonline=202110236"
"Bahscuvirus limivicinum","ICTVonline=202110240"
"Bathrivirus terrenecus","ICTVonline=202110242"
"Behevivirus limivivens","ICTVonline=202110244"
"Behlfluvirus lutadaptatum","ICTVonline=202110246"
"Bertavirus lutihabitans","ICTVonline=202110248"
"Bihdovirus pelohabitans","ICTVonline=202110250"
"Bisdanovirus hydrocola","ICTVonline=202110252"
"Blafavirus pelovivens","ICTVonline=202110254"
"Bohnovirus asienecus","ICTVonline=202110256"
"Bohwovirus asiocola","ICTVonline=202110258"
"Boloprevirus asiohabitans","ICTVonline=202110261"
"Boloprevirus asiovicinum","ICTVonline=202110262"
"Boloprevirus asiovivens","ICTVonline=202110260"
"Boloprevirus borboradaptatum","ICTVonline=202110263"
"Boschuvirus borborocola","ICTVonline=202110265"
"Breudwovirus borborohabitans","ICTVonline=202110267"
"Brudgevirus borborovicinum","ICTVonline=202110271"
"Brudgevirus borborovivens","ICTVonline=202110272"
"Brudgevirus caenadaptatum","ICTVonline=202110273"
"Brudgevirus caenenecus","ICTVonline=202110274"
"Brudgevirus caenicola","ICTVonline=202110275"
"Brudgevirus defluviicola","ICTVonline=202110269"
"Brudgevirus humadaptatum","ICTVonline=202110276"
"Brudgevirus terrivivens","ICTVonline=202110270"
"Buhdavirus caenihabitans","ICTVonline=202110278"
"Cahdavirus humicola","ICTVonline=202110280"
"Cahrpivirus caenivivens","ICTVonline=202110282"
"Cahrpivirus humenecus","ICTVonline=202110283"
"Caloevirus agradaptatum","ICTVonline=202110286"
"Caloevirus humivivens","ICTVonline=202110285"
"Cauhldivirus limadaptatum","ICTVonline=202110289"
"Cauhldivirus limenecus","ICTVonline=202110288"
"Cauhldivirus limicola","ICTVonline=202110290"
"Cehakivirus limihabitans","ICTVonline=202110292"
"Chaedoavirus insecticola","ICTVonline=202110294"
"Chahsmivirus agrivicinum","ICTVonline=202110296"
"Chahsmivirus agrivivens","ICTVonline=202110297"
"Chahsmivirus choradaptatum","ICTVonline=202110298"
"Chahsmivirus limivicinum","ICTVonline=202110299"
"Chahsmivirus limivivens","ICTVonline=202110300"
"Chahsmivirus lutadaptatum","ICTVonline=202110301"
"Chihyovirus lutenecus","ICTVonline=202110303"
"Chobevirus lutivicinum","ICTVonline=202110305"
"Choctavirus fulminicola","ICTVonline=202110307"
"Cintrevirus pelocola","ICTVonline=202110309"
"Condavirus arvenecus","ICTVonline=202110313"
"Condavirus arvicola","ICTVonline=202110312"
"Condavirus arvihabitans","ICTVonline=202110314"
"Condavirus arvivicinum","ICTVonline=202110315"
"Condavirus arvivivens","ICTVonline=202110316"
"Condavirus edaphadaptatum","ICTVonline=202110311"
"Condavirus edaphenecus","ICTVonline=202110318"
"Condavirus edaphocola","ICTVonline=202110317"
"Condavirus edaphohabitans","ICTVonline=202110319"
"Condavirus edaphovicinum","ICTVonline=202110320"
"Creshivirus fonticola","ICTVonline=202110322"
"Creshivirus pelohabitans","ICTVonline=202110323"
"Cunavirus pretoriense","ICTVonline=202110325"
"Dahmuvirus insecticola","ICTVonline=202110327"
"Darnbovirus asiadaptatum","ICTVonline=202110329"
"Decadevirus asienecus","ICTVonline=202110331"
"Decadevirus asiocola","ICTVonline=202110332"
"Dehcevirus asiohabitans","ICTVonline=202110334"
"Dehcevirus asiovicinum","ICTVonline=202110336"
"Dehcevirus soladaptatum","ICTVonline=202110335"
"Denfovirus borborenecus","ICTVonline=202110338"
"Depandovirus solicola","ICTVonline=202110340"
"Dihsdivirus solenecus","ICTVonline=202110342"
"Dohlivirus borborovivens","ICTVonline=202110344"
"Dosmizivirus solihabitans","ICTVonline=202110346"
"Duhcivirus defluviicola","ICTVonline=202110348"
"Emesvirus japonicum","ICTVonline=202103757"
"Emesvirus piscicola","ICTVonline=202110217"
"Emesvirus zinderi","ICTVonline=202103758"
"Empivirus allolyticum","ICTVonline=202110350"
"Fagihyuvirus caenivicinum","ICTVonline=202110352"
"Febihevirus ruminicola","ICTVonline=202110354"
"Fiyodovirus limihabitans","ICTVonline=202110356"
"Gahlinevirus luticola","ICTVonline=202110358"
"Gahlovirus lutihabitans","ICTVonline=202110360"
"Garovuvirus peladaptatum","ICTVonline=202110362"
"Gehnevirus pelenecus","ICTVonline=202110364"
"Glincaevirus pelovicinum","ICTVonline=202110366"
"Glyciruvirus geovicinum","ICTVonline=202110369"
"Glyciruvirus geovivens","ICTVonline=202110368"
"Gmuhndevirus pelovivens","ICTVonline=202110371"
"Gorodievirus telluradaptatum","ICTVonline=202110373"
"Grendvuvirus asiocola","ICTVonline=202110375"
"Gunawavirus borboradaptatum","ICTVonline=202110377"
"Hagavirus psychrophilum","ICTVonline=202110379"
"Hahdsevirus borborenecus","ICTVonline=202110381"
"Halcalevirus arvivivens","ICTVonline=202110383"
"Hihdivirus caenenecus","ICTVonline=202110386"
"Hihdivirus caenicola","ICTVonline=202110385"
"Hukohnovirus limicola","ICTVonline=202110388"
"Icumivirus limivivens","ICTVonline=202110390"
"Ideskevirus lutadaptatum","ICTVonline=202110392"
"Imeberivirus lutenecus","ICTVonline=202110395"
"Imeberivirus luticola","ICTVonline=202110394"
"Ineyimevirus lutihabitans","ICTVonline=202110398"
"Ineyimevirus lutivicinum","ICTVonline=202110397"
"Iruqauvirus pelocola","ICTVonline=202110400"
"Ishugivirus pelohabitans","ICTVonline=202110402"
"Jiesduavirus defluviicola","ICTVonline=202110404"
"Johnovirus asienecus","ICTVonline=202110406"
"Jupbevirus asiocola","ICTVonline=202110408"
"Jupbevirus asiohabitans","ICTVonline=202110409"
"Kahfsdivirus asiovicinum","ICTVonline=202110411"
"Keghovirus borborovivens","ICTVonline=202110413"
"Keghovirus caenadaptatum","ICTVonline=202110414"
"Kehmevirus caenenecus","ICTVonline=202110416"
"Kemicevirus caenicola","ICTVonline=202110419"
"Kemicevirus caenihabitans","ICTVonline=202110418"
"Kenamavirus limadaptatum","ICTVonline=202110421"
"Kihryuvirus limihabitans","ICTVonline=202110423"
